component_id,lot_id,component_type,capacitance_uF,rated_voltage_V,test_voltage_V,test_temperature_C,time_h,dcl_uA,data_source,data_type
TAL-C-014,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,96,1.70,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-014,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,168,2.34,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-015,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,0,0.77,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-015,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,24,1.15,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-015,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,96,2.05,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-015,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,168,3.20,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-016,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,0,0.82,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-016,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,24,1.07,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-016,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,96,1.72,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-016,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,168,2.36,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-017,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,0,0.78,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-017,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,24,1.02,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-017,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,96,1.62,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-017,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,168,2.24,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-018,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,0,0.80,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-018,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,24,1.05,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-018,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,96,1.66,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-018,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,168,2.30,DEMO_SYNTHETIC,SYNTHETIC
